,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171
cond,,,,,,,,,,,,,,"(3, 0, 20, 0.1)","(3, 0, 20, 0.5)","(3, 0, 30, 0.1)","(3, 0, 30, 0.5)","(3, 1, 20, 0.1)","(3, 1, 20, 0.5)","(3, 1, 30, 0.1)","(3, 1, 30, 0.5)","(3, 2, 20, 0.05)","(3, 2, 20, 0.1)","(3, 2, 20, 0.3)","(3, 2, 20, 0.5)","(3, 2, 23, 0.05)","(3, 2, 23, 0.1)","(3, 2, 23, 0.3)","(3, 2, 23, 0.5)","(3, 2, 27, 0.05)","(3, 2, 27, 0.1)","(3, 2, 27, 0.3)","(3, 2, 27, 0.5)","(3, 2, 30, 0.05)","(3, 2, 30, 0.1)","(3, 2, 30, 0.3)","(3, 2, 30, 0.5)","(3, 2, 40, 0.05)","(3, 2, 40, 0.1)","(3, 2, 40, 0.3)","(3, 2, 40, 0.5)","(3, 2, 50, 0.05)","(3, 2, 50, 0.1)","(3, 2, 50, 0.3)","(3, 2, 50, 0.5)","(3, 5, 20, 0.1)","(3, 5, 20, 0.5)","(3, 5, 30, 0.1)","(3, 5, 30, 0.5)","(3, 10, 20, 0.1)","(3, 10, 20, 0.5)","(3, 10, 30, 0.1)","(3, 10, 30, 0.5)","(4, 0, 20, 0.1)","(4, 0, 20, 0.5)","(4, 0, 30, 0.5)","(4, 1, 20, 0.1)","(4, 1, 20, 0.5)","(4, 1, 30, 0.1)","(4, 1, 30, 0.5)","(4, 2, 20, 0.05)","(4, 2, 20, 0.1)","(4, 2, 20, 0.3)","(4, 2, 20, 0.5)","(4, 2, 23, 0.05)","(4, 2, 23, 0.1)","(4, 2, 23, 0.3)","(4, 2, 23, 0.5)","(4, 2, 27, 0.05)","(4, 2, 27, 0.1)","(4, 2, 27, 0.3)","(4, 2, 27, 0.5)","(4, 2, 30, 0.05)","(4, 2, 30, 0.1)","(4, 2, 30, 0.3)","(4, 2, 30, 0.5)","(4, 2, 40, 0.05)","(4, 2, 40, 0.1)","(4, 2, 40, 0.3)","(4, 2, 40, 0.5)","(4, 2, 50, 0.05)","(4, 2, 50, 0.1)","(4, 2, 50, 0.3)","(4, 2, 50, 0.5)","(4, 5, 20, 0.1)","(4, 5, 20, 0.5)","(4, 5, 30, 0.1)","(4, 5, 30, 0.5)","(4, 10, 20, 0.1)","(4, 10, 20, 0.5)","(4, 10, 30, 0.1)","(4, 10, 30, 0.5)","(5, 0, 20, 0.1)","(5, 0, 20, 0.5)","(5, 0, 30, 0.1)","(5, 0, 30, 0.5)","(5, 1, 20, 0.1)","(5, 1, 20, 0.5)","(5, 1, 30, 0.1)","(5, 1, 30, 0.5)","(5, 2, 20, 0.05)","(5, 2, 20, 0.1)","(5, 2, 20, 0.3)","(5, 2, 20, 0.5)","(5, 2, 23, 0.05)","(5, 2, 23, 0.1)","(5, 2, 23, 0.3)","(5, 2, 23, 0.5)","(5, 2, 27, 0.05)","(5, 2, 27, 0.1)","(5, 2, 27, 0.3)","(5, 2, 27, 0.5)","(5, 2, 30, 0.05)","(5, 2, 30, 0.1)","(5, 2, 30, 0.3)","(5, 2, 30, 0.5)","(5, 2, 40, 0.05)","(5, 2, 40, 0.1)","(5, 2, 40, 0.3)","(5, 2, 40, 0.5)","(5, 2, 50, 0.05)","(5, 2, 50, 0.1)","(5, 2, 50, 0.3)","(5, 2, 50, 0.5)","(5, 5, 20, 0.1)","(5, 5, 20, 0.5)","(5, 5, 30, 0.1)","(5, 5, 30, 0.5)","(5, 10, 20, 0.1)","(5, 10, 20, 0.5)","(5, 10, 30, 0.1)","(5, 10, 30, 0.5)","(6, 0, 20, 0.1)","(6, 0, 20, 0.5)","(6, 0, 30, 0.1)","(6, 0, 30, 0.5)","(6, 1, 20, 0.1)","(6, 1, 20, 0.5)","(6, 1, 30, 0.1)","(6, 1, 30, 0.5)","(6, 2, 20, 0.05)","(6, 2, 20, 0.1)","(6, 2, 20, 0.3)","(6, 2, 20, 0.5)","(6, 2, 23, 0.05)","(6, 2, 23, 0.1)","(6, 2, 23, 0.3)","(6, 2, 23, 0.5)","(6, 2, 27, 0.05)","(6, 2, 27, 0.1)","(6, 2, 27, 0.3)","(6, 2, 27, 0.5)","(6, 2, 30, 0.05)","(6, 2, 30, 0.1)","(6, 2, 30, 0.3)","(6, 2, 30, 0.5)","(6, 2, 40, 0.05)","(6, 2, 40, 0.1)","(6, 2, 40, 0.3)","(6, 2, 40, 0.5)","(6, 2, 50, 0.05)","(6, 2, 50, 0.1)","(6, 2, 50, 0.3)","(6, 2, 50, 0.5)","(6, 5, 20, 0.1)","(6, 5, 20, 0.5)","(6, 5, 30, 0.1)","(6, 5, 30, 0.5)","(6, 10, 20, 0.1)","(6, 10, 20, 0.5)","(6, 10, 30, 0.1)","(6, 10, 30, 0.5)"
l1,,,,,,,,,,,,,,4666.562061161079,1463.0953788718143,1597.795843798604,1456.4224252504491,4499.189633675578,1177.3227403486235,1260.4802514047137,1605.823856602005,5259.11809171375,984.7574621183749,5152.821200341701,4886.079969774471,2384.0623985731763,1630.8256053799787,1367.1417933019525,1666.5800688165295,5482.504258673561,1948.8713185091576,1706.5618781642866,838.3983160946159,2019.3017070128826,1589.439398017591,1478.5061126644673,4921.689018819552,5121.913865241044,1874.6025625818643,1272.9358943778416,759.562655167284,5689.324258816267,1559.7213055152847,1321.4571275919438,1647.8636906923432,5743.282653671108,6044.61816312113,1922.841711297161,745.0154302194333,9067.901324479311,1413.0236853045517,7822.163937261104,2084.886139496255,2222.094645624339,2212.39648788265,1507.7360100627075,8478.96974346626,1685.644811453246,7896.849532641509,2547.570234988909,7815.558738498859,2559.309625511769,2938.811398716234,5729.272160158952,9038.81033567253,6667.298378503837,6455.5881780286745,6387.064645729821,7588.196359123362,3755.2480424910523,2490.9878122489754,1744.452731318811,9393.820919062733,4040.394269414101,6385.522742019667,3335.5468410342382,6265.587290928248,7102.198686720175,5492.833080475007,6417.944134451731,6762.07985816765,3109.268636343928,2563.795761334104,6218.675389161635,8550.196636860415,2666.234986057137,9211.218373294701,7968.845524543039,11871.340733684874,3383.1211925330417,13581.597588575565,3836.8851257262613,9912.410031151981,2251.3843737148545,8967.631599151708,6670.407750616374,4718.695220490028,3722.784578010168,9713.245262366774,2884.2972323454824,10665.542791370734,2812.10119526389,9993.15296349055,3037.6893805395157,5211.864676073249,4473.8839978361375,4473.4829221425425,3909.564136052262,9592.600911834812,10018.247415224148,9087.368408769406,4654.903471959652,11820.873296584457,10094.347936268387,4135.639981333776,7517.203677226156,11578.701023506155,5602.66757509561,4045.8709270752697,2262.643414250686,6938.109174778659,12973.44010726448,9084.29279750193,4719.363373489983,11464.414244076077,10394.055560235473,12478.595624485095,6402.944386967556,8952.195681488563,7519.170809028197,14144.414800202456,6142.7976165044465,6045.528628941319,4219.1179717178,11595.482586844577,3416.0036318853417,11222.996686302677,4431.114073065548,9543.625101660009,8027.077131265854,13411.022024970853,6485.770901323158,7014.841097738905,5100.776204622417,12855.71742728266,11405.259336585055,4896.673761361534,4558.915829380557,8408.17559355397,7012.665843495381,6628.768774346652,10234.491641824778,11300.198023201372,9787.385763193515,6290.734845396709,4518.591481175161,12170.556112938797,12651.63342229836,9406.169803563918,11480.528986584324,14207.433478811237,7092.851907942218,5470.968015808288,4937.865043081253,13757.794111101392,7377.541358723749,13351.093975662596,10973.93468830044,13281.525138120693,9165.502040385498,11742.944879538923,6507.297370326813
l2,,,,,,,,,,,,,,1911.340596212806,4459.163970175944,3081.3955673282594,2719.0844694845605,3037.647222616915,4505.646995373914,3582.2176743902764,4734.363729889931,3044.79138759253,4211.65480912522,2269.4935162284173,1696.223225190389,3514.4318885455787,5894.849620320987,3588.4014925157967,4043.7397815280633,2245.692079769402,2908.230294902302,3359.0483731614727,4035.726287629824,3738.859535261625,5012.193863444,4860.920258757366,3377.9599658389498,2679.229366744296,3535.7994566366247,3980.9298492708663,3877.5432538551363,3930.739012723166,4839.069686041613,4968.303378725916,3260.331639553216,2393.2995716876935,2088.0229415662416,4466.714636967967,4001.790435907273,5911.804392234787,5859.285572089266,5568.991951043684,5647.795828634453,5512.125173814218,5164.668066540524,5146.388105668796,4738.541490002043,5077.431391722889,4478.115660975959,4746.0462570566815,5526.951771488782,5251.976929530575,5453.688228636369,3581.341998924524,4405.985082834006,4548.8563172530185,3888.041992591526,4359.284870779392,5919.045985942507,6744.206214535234,4555.673980550538,5673.24136684746,5522.521891302196,6531.946153401366,3865.7161781845243,5215.4630486742435,5090.499410875631,4917.631239600473,5243.243781535044,3708.433753123911,6055.866281926683,5283.088440455254,6340.616195491265,3822.2863993344263,6780.326602823032,7222.901747728192,5540.128750579295,6064.342328540648,5486.140685906899,7990.291333486628,8426.792027252535,10270.504365348084,5890.527196489189,6181.949181378895,5913.514346391802,5082.279829087356,7330.374786239838,7397.2484993304715,6961.780967825223,7020.605758411793,7675.35816713143,6968.4762120486985,6392.206265963744,6506.660731875283,8902.426157804197,6589.884526984496,6402.0100087124265,8083.177616122475,8017.5265916022745,6259.198527764634,5260.491776603967,6610.735328274337,6313.812893994488,4905.771718594062,6949.916335765348,5270.53865436177,9730.45729450528,8527.988606793922,9727.314104274687,6377.90432871831,10444.928845966311,7493.544888858643,6096.201634709417,6753.267982424878,8161.149823455085,4717.498590687403,6332.370171665946,8498.907628158539,10654.398251824747,8462.118573712241,11993.008159104507,8639.413627824519,8622.431400429281,6301.345799084219,7033.842687310203,8445.142498308594,7781.139325646921,6815.626330686622,8282.512869158421,5556.305722641698,9179.935356775868,7265.0311181178795,9346.58948557852,8181.1453578971,10408.03291321558,7604.396297077745,10819.781227454028,9476.447629128073,11213.791687487428,10628.642192134539,8455.628163140202,8056.195309819259,10360.010816755439,8627.545978363107,7918.31460716591,8307.53581401009,9056.411319237302,9057.657348904837,11173.455035937723,5856.791696777988,9745.608199055469,10745.591585536591,9245.710093803118,8582.921344453935,10655.851692071854,8558.00758859871,10870.0726132551,9320.410950063892,17650.39062981904,19152.30648980066,19081.075752261848,13011.871062062783
l3,,,,,,,,,,,,,,2923.298745094678,3057.571149495006,4587.211717378945,3877.44476801284,1781.8959527359655,3490.336051526748,4703.240219811774,3287.5159604501564,2546.042384718957,5085.9289849770375,3009.1825655050693,3381.5034304685655,5799.752788346436,4389.583955713178,4766.533241352475,2765.446483629195,3342.549783866889,4788.1690236992135,4910.759583450416,3489.7314058589345,5613.523093813973,3715.4933254965476,3501.04302549784,1637.86699140057,2875.717759167105,5218.704377417291,5174.437509906729,4078.869797984047,1946.2236695072984,3533.2791239089383,3857.138498017882,4740.113198587393,3975.3969658539595,4032.599130103601,5992.311940219069,3758.992231862785,3445.8433986986,4624.495151178047,2517.8761820533246,7617.623166887262,4353.341108364194,5251.8915354325745,5650.254154468112,3957.350676453598,5607.875633884766,3839.299291330229,5555.016052707709,4334.904177759555,5992.548796372502,6509.896950743869,3403.1457512226025,4817.512413697216,5205.087156850085,3363.575503423373,3465.881508208413,4387.536185172744,5331.699150663623,5832.604054187128,6257.779524713072,4103.885638910403,5696.981919124499,4290.39337251549,5292.677605862903,5620.635272536191,4154.328465160216,3381.5903213142615,3250.9052086193583,5331.093277227422,6987.04811366606,5658.277742909613,4702.888757799551,3609.3224025794016,5406.281111261297,4834.593403110523,3266.05025373747,8194.070402690046,8646.485950322018,6527.204524441883,7647.181500372389,5454.947482568626,7155.083345903311,4794.142043461819,3841.8275146358733,7430.86983000151,6277.612206516114,4266.404503473275,5849.751156270453,6929.771809739558,7987.201485689427,5137.655453432195,7842.782781583543,9940.859041225787,8992.26807875444,8487.686316254187,6624.2095968670355,6266.08792806514,7056.382936721286,6546.534830766137,7398.067712108553,7992.385902594426,6664.133566715519,6225.724605373576,4855.975419044611,6965.0669021440135,7538.570746397653,7346.286714970814,7646.278639867925,8902.684153637148,6520.018966027456,5575.536927108059,7495.029931841242,9700.615217005814,8144.761449388399,8217.011833472114,7489.175300714362,13118.969870567795,12064.261672476548,8941.755325279606,9400.229306672767,9832.944126261662,8171.178609280561,8709.136466967242,7772.051897844183,7987.0840290922715,8070.922120560051,8744.278281169343,4952.233337548378,11031.21949561409,8191.477660177761,10474.455764357008,6611.910938742116,8523.061559166725,9365.832458825857,9371.15007266179,9353.798687071989,9873.120589108154,8922.217318381854,9328.74034904247,5978.908776347616,9170.471310057474,6772.289646636517,9733.921052404727,9412.068713140487,9616.408900876933,8584.105635803882,5303.516176764647,8186.998375871272,10718.430372056631,13740.792086836276,10065.176447592878,10131.601995546542,6827.027804629121,9290.462813186836,9183.33485771608,8103.825661020598,17415.439088834366,16223.090007089499,15420.171267208896,15981.604639255564
a0,,,,,,,,,,,,,,[-3.30095031 -2.35304985 -0.21427322],[-2.98392035  1.4526812  -2.1349401 ],[-0.77065272  1.39427587 -3.72824176],[-1.62551784  3.86044501  0.11640622],[1.08112586 1.14692687 3.52653073],[-0.41602211 -3.78816326 -0.3524628 ],[2.20917035 2.8314998  1.33085521],[-3.42443443 -1.05918037  2.1081108 ],[3.39343151 1.90736225 0.89785272],[-0.22599802  3.95694237 -0.35807375],[-0.44360279  1.09127774  3.887741  ],[-3.40650165  1.54777314  0.98283445],[ 3.75131804 -0.26718957  1.10877711],[-3.666398    1.56987652 -0.59430552],[-3.14369021 -2.05174437  0.43987095],[-1.90995238  2.57256484 -2.02779558],[-3.56961503  1.44730013  1.29748178],[-4.03764195  0.23463124 -0.12489606],[-0.97699677  3.75544994 -1.26295834],[ 0.35273861 -3.05363641 -2.38379044],[ 3.63583539  1.21100982 -1.82167991],[-3.50385385 -0.4317651  -1.97090444],[ 3.8096863   1.27801245 -0.1551092 ],[ 2.51468101 -2.54711841  1.20085246],[-3.71117342 -1.68497335  0.23720238],[ 0.49208725 -3.49584433  1.85446659],[1.9454156  2.44134803 2.32791178],[-3.15772353  1.19228323  2.36420292],[-2.12723898  3.33433336  0.45634752],[ 3.81264905  0.71996025 -0.04223956],[3.11722573 2.01733933 1.32279426],[ 3.17757194 -2.19245967 -1.0677557 ],[-2.59900437 -0.49362324  2.79549586],[ 3.59866259 -0.64338714 -1.32190233],[-2.08310891  1.68021695  2.63883474],[ 3.8271128  -1.14248271  0.39395181],[-0.16364066  2.16623979 -3.5085687 ],[ 1.99324991 -0.40649816 -3.72310255],[ 3.56683967 -1.76627689  0.92330725],[3.58525434 0.67555615 1.32637531],[-0.96000074 -1.76735718 -3.3080415 ],[-0.91270315 -3.74538192  0.64810084],[-3.61245511 -0.92917373  1.37985252],[3.50963857 0.86998286 1.49929651],[-3.5711181   0.84854765 -1.23405763],[ 1.02322426 -3.53660862 -1.19830699],[-1.57317174  2.62642626  2.52397252],[ 0.37092237  0.91538614 -4.03266936],[ 0.91197824  2.0736906  -3.19287773],[-2.98791166  1.9886365  -1.665055  ],[-1.55160897 -3.65838507  0.49002404],[ 1.06042664  1.26048733 -3.78190926],[ 2.64839126 -0.06812996 -2.94393828],[ 2.03034948 -1.67872106  2.94006078],[-1.84731978 -0.59649682 -3.44474736],[0.1679925  3.10262361 2.79936449],[-3.1883022   0.77018492  2.57464799],[ 2.56729368  0.9835154  -3.13168598],[3.81769196 1.451437   0.46283388],[-3.72236572  0.83365509  1.06653922],[ 1.54443915 -3.66538716 -1.10053305],[ 2.21665707  1.53509342 -2.6486046 ],[-4.12803655  0.77005477 -0.04331025],[ 0.54992156 -0.00949218  4.01901283],[ 2.12656214 -2.5816538  -2.23273103],[ 3.0128083   1.37235283 -2.10362095],[ 0.17470598 -2.46752533 -3.11060868],[ 0.33759486 -2.80985389  2.98574067],[-1.87060288 -0.62141125 -3.72073419],[ 0.39823162  0.64811018 -4.23100177],[0.14717612 3.97483194 0.20212815],[ 2.32239782 -3.19873582 -0.9727905 ],[-0.6271435  -1.08242579 -3.90534443],[-0.90889516  1.33597281  3.77327178],[-2.39707607 -2.78591336 -0.57919037],[-3.74225355 -0.08547112 -1.22243499],[ 1.89591204 -3.23676993  0.8958838 ],[-0.48431243  0.19115583  3.90792606],[-0.4384869  -3.9812182   0.71173034],[ 0.77694008 -3.92773374  1.12578111],[ 0.19316905  3.61879063 -1.76585381],[1.51630461 0.61274303 3.80048166],[ 3.14396107 -0.78071477 -2.42450474],[ 1.61973462  3.70829241 -0.80833469],[ 2.17862043 -1.80038689  2.94268153],[-2.99727251  1.08956572  2.33160057],[ 0.89113665 -0.78627311  3.6895805 ],[-3.0505404  -0.447534   -2.68736067],[ 1.52137643  0.20947258 -3.54334325],[-1.4988786   3.01625087 -1.43496626],[-2.44846663 -1.18765914 -2.96490464],[ 2.91625668  0.34726412 -2.79799984],[-1.04500644  0.26677884 -3.95277669],[-0.50814165 -2.76686462  2.85812336],[-1.09994151 -1.62713946 -3.54635513],[ 0.16269323 -2.93270623  2.55013687],[-1.36387442  3.46205979 -1.53752935],[-0.88248397  3.93138657  0.60396619],[1.5722051  2.07928228 2.84174463],[ 3.48882298  0.85012683 -1.75288734],[0.52594215 2.83678748 3.00036917],[-1.12505282 -2.94586343 -2.3414944 ],[1.72824181 2.34208486 2.69244734],[-2.76080528 -2.08013208  1.98085133],[ 2.77447881 -2.1805842   1.96292729],[-1.54679334  2.47460475  2.66509773],[-0.33643901 -3.78449779  0.98337085],[ 3.79157668  1.56920898 -0.33861758],[3.20708761 0.86759229 2.21816644],[ 2.55256996 -0.35264752  3.05212621],[ 0.71683822  0.17116244 -3.86268242],[-3.50878228  0.38955768 -1.33815021],[-1.73678346 -3.49906465 -1.23826933],[-1.15217467 -1.33673095  3.62866633],[-2.34553234 -2.32039346 -2.36903649],[ 2.62398851 -1.01642056 -2.69764576],[-2.58211797 -3.05707214  0.02508205],[3.34491849 1.84016895 0.19975545],[-0.53884569 -0.12147458 -4.07974604],[-2.14045877  0.33227838 -3.33178017],[ 1.47789491 -0.29304508  3.7456708 ],[-2.61501902  2.99854023  0.13805086],[ 1.83941936 -3.36365065 -0.79238952],[ 3.28895908  0.7651771  -2.20294683],[ 2.72657335 -2.42644636  1.53092009],[3.46218664 1.80353957 1.61962755],[1.8977444  2.64804291 2.50677956],[ 2.14170996 -3.59406396  0.10369999],[-0.66372558  3.46462726  1.99383035],[-0.54997286  3.7885561   0.41123176],[-1.96256502  1.18439655 -3.06918273],[ 2.79310899 -1.5368029   2.44765363],[ 3.09838939 -0.14973533  2.54858054],[ 3.63025279  0.91324173 -0.16421973],[ 1.91266402 -3.47693671 -0.1054495 ],[1.02310157 3.07343747 2.45123789],[ 1.4650106  -3.28083908 -1.64638136],[-0.02209242 -3.22058345  2.30044539],[-1.37933927  3.5344583   0.92180961],[ 1.10869368  2.44844616 -3.1201119 ],[2.82340268 1.06367268 2.86906609],[ 3.22927064 -2.37406001  0.06572465],[ 0.98295326 -0.04582719  3.79536993],[-1.99272182  3.41777339  0.02107942],[-4.01772719 -0.25054189 -0.39937317],[-2.93276413 -0.29518605 -2.84055666],[-3.70979956  1.51510709 -0.54377929],[-1.18117336 -1.15343724  3.75763411],[ 3.98223599 -0.45800694 -1.11426945],[ 1.8995186   2.44266652 -2.39029483],[-2.55679325 -2.3905403  -1.95836324],[-0.66013948  3.19406922 -2.49236343],[ 0.53268544 -1.86283232  3.54748782],[ 1.79876954  1.6776267  -3.30639306],[ 2.96848118 -2.68263177 -0.13082984],[-1.86332724 -0.60534644 -3.53147861],[-1.88308638  2.09613211  2.17887395],[3.45532679 1.70418142 1.32050817],[-1.87503185  0.24338921 -3.57993508]
